Android_time,Smartphone_gnss_time,Delta_Android-GNSS
2023-05-02 13:08:52.577,2023-05-02 13:08:52.439,138
2023-05-02 13:08:53.573,2023-05-02 13:08:53.439,134
2023-05-02 13:08:54.547,2023-05-02 13:08:54.438,109
2023-05-02 13:08:55.55,2023-05-02 13:08:55.439,111
2023-05-02 13:08:56.516,2023-05-02 13:08:56.439,77
2023-05-02 13:08:57.55,2023-05-02 13:08:57.438,112
2023-05-02 13:08:58.527,2023-05-02 13:08:58.438,89
2023-05-02 13:08:59.559,2023-05-02 13:08:59.439,120
2023-05-02 13:09:00.523,2023-05-02 13:09:00.439,84
2023-05-02 13:09:01.559,2023-05-02 13:09:01.438,121
2023-05-02 13:09:02.562,2023-05-02 13:09:02.438,124
2023-05-02 13:09:03.6,2023-05-02 13:09:03.439,161
2023-05-02 13:09:04.606,2023-05-02 13:09:04.438,168
2023-05-02 13:09:05.547,2023-05-02 13:09:05.439,108
2023-05-02 13:09:06.506,2023-05-02 13:09:06.438,68
2023-05-02 13:09:07.558,2023-05-02 13:09:07.438,120
2023-05-02 13:09:08.511,2023-05-02 13:09:08.439,72
2023-05-02 13:09:09.542,2023-05-02 13:09:09.438,104
2023-05-02 13:09:10.516,2023-05-02 13:09:10.439,77
2023-05-02 13:09:11.555,2023-05-02 13:09:11.438,117
2023-05-02 13:09:12.523,2023-05-02 13:09:12.438,85
2023-05-02 13:09:13.563,2023-05-02 13:09:13.438,125
2023-05-02 13:09:14.56,2023-05-02 13:09:14.439,121
2023-05-02 13:09:15.564,2023-05-02 13:09:15.439,125
2023-05-02 13:09:16.567,2023-05-02 13:09:16.438,129
2023-05-02 13:09:17.568,2023-05-02 13:09:17.439,129
2023-05-02 13:09:18.571,2023-05-02 13:09:18.438,133
2023-05-02 13:09:19.572,2023-05-02 13:09:19.438,134
2023-05-02 13:09:20.582,2023-05-02 13:09:20.439,143
2023-05-02 13:09:21.549,2023-05-02 13:09:21.438,111
